x [mm], y [mm], u [m/s], v [m/s]
9.500000000000000000e+01, 3.500000000000000000e+01, 1.026312351226806641e+01, -9.056404829025268555e-01
1.050000000000000000e+02, 3.500000000000000000e+01, 1.024720764160156250e+01, -7.556058764457702637e-01
1.150000000000000000e+02, 3.500000000000000000e+01, 1.024543094635009766e+01, -6.244020462036132812e-01
1.250000000000000000e+02, 3.500000000000000000e+01, 1.025353527069091797e+01, -5.096768140792846680e-01
1.350000000000000000e+02, 3.500000000000000000e+01, 1.026811790466308594e+01, -4.196656346321105957e-01
1.450000000000000000e+02, 3.500000000000000000e+01, 1.029668521881103516e+01, -3.557540774345397949e-01
1.550000000000000000e+02, 3.500000000000000000e+01, 1.033362388610839844e+01, -2.983548939228057861e-01
1.650000000000000000e+02, 3.500000000000000000e+01, 1.036792182922363281e+01, -2.334570586681365967e-01
1.750000000000000000e+02, 3.500000000000000000e+01, 1.038330078125000000e+01, -1.328769177198410034e-01
1.850000000000000000e+02, 3.500000000000000000e+01, 1.030485057830810547e+01, 4.925961047410964966e-02
1.950000000000000000e+02, 3.500000000000000000e+01, 9.907225608825683594e+00, 1.518234312534332275e-01
-1.950000000000000000e+02, 4.500000000000000000e+01, 1.012832164764404297e+01, 5.313971638679504395e-01
-1.850000000000000000e+02, 4.500000000000000000e+01, 1.017443561553955078e+01, 5.718194246292114258e-01
-1.750000000000000000e+02, 4.500000000000000000e+01, 1.013519954681396484e+01, 7.224271893501281738e-01
-1.650000000000000000e+02, 4.500000000000000000e+01, 1.006591510772705078e+01, 8.994061946868896484e-01
-1.550000000000000000e+02, 4.500000000000000000e+01, 1.003316020965576172e+01, 1.050916433334350586e+00
-1.450000000000000000e+02, 4.500000000000000000e+01, 1.008362102508544922e+01, 1.203821420669555664e+00
-1.350000000000000000e+02, 4.500000000000000000e+01, 1.022813796997070312e+01, 1.361757993698120117e+00
-1.250000000000000000e+02, 4.500000000000000000e+01, 1.044533061981201172e+01, 1.507040858268737793e+00
-1.150000000000000000e+02, 4.500000000000000000e+01, 1.075498199462890625e+01, 1.574903130531311035e+00
-1.050000000000000000e+02, 4.500000000000000000e+01, 1.115946578979492188e+01, 1.592696547508239746e+00
-9.500000000000000000e+01, 4.500000000000000000e+01, 1.151386356353759766e+01, 1.620177030563354492e+00
-8.500000000000000000e+01, 4.500000000000000000e+01, 1.179790496826171875e+01, 1.721346497535705566e+00
-7.500000000000000000e+01, 4.500000000000000000e+01, 1.202604579925537109e+01, 1.812778830528259277e+00
-6.500000000000000000e+01, 4.500000000000000000e+01, 1.206283664703369141e+01, 1.705197215080261230e+00
-5.500000000000000000e+01, 4.500000000000000000e+01, 1.201144790649414062e+01, 1.441088199615478516e+00
-4.500000000000000000e+01, 4.500000000000000000e+01, 1.199751186370849609e+01, 1.127534627914428711e+00
-3.500000000000000000e+01, 4.500000000000000000e+01, 1.208094310760498047e+01, 7.588739991188049316e-01
-2.500000000000000000e+01, 4.500000000000000000e+01, 1.221357536315917969e+01, 3.170141279697418213e-01
-1.500000000000000000e+01, 4.500000000000000000e+01, 1.231938743591308594e+01, -1.239441335201263428e-01
-5.000000000000000000e+00, 4.500000000000000000e+01, 1.241149806976318359e+01, -5.078809261322021484e-01
5.000000000000000000e+00, 4.500000000000000000e+01, 1.246252155303955078e+01, -8.273748159408569336e-01
1.500000000000000000e+01, 4.500000000000000000e+01, 1.241052818298339844e+01, -1.001197814941406250e+00
2.500000000000000000e+01, 4.500000000000000000e+01, 1.230857658386230469e+01, -9.989712238311767578e-01
3.500000000000000000e+01, 4.500000000000000000e+01, 1.214961719512939453e+01, -1.042597532272338867e+00
4.500000000000000000e+01, 4.500000000000000000e+01, 1.179369640350341797e+01, -1.171105742454528809e+00
5.500000000000000000e+01, 4.500000000000000000e+01, 1.137689113616943359e+01, -1.190568327903747559e+00
6.500000000000000000e+01, 4.500000000000000000e+01, 1.107446861267089844e+01, -1.120539546012878418e+00
7.500000000000000000e+01, 4.500000000000000000e+01, 1.091778850555419922e+01, -1.029814481735229492e+00
8.500000000000000000e+01, 4.500000000000000000e+01, 1.083564662933349609e+01, -9.285926818847656250e-01
9.500000000000000000e+01, 4.500000000000000000e+01, 1.076500606536865234e+01, -8.043341040611267090e-01
1.050000000000000000e+02, 4.500000000000000000e+01, 1.067159461975097656e+01, -6.642955541610717773e-01
1.150000000000000000e+02, 4.500000000000000000e+01, 1.055796527862548828e+01, -5.300393700599670410e-01
1.250000000000000000e+02, 4.500000000000000000e+01, 1.049792194366455078e+01, -4.171209931373596191e-01
1.350000000000000000e+02, 4.500000000000000000e+01, 1.054189300537109375e+01, -3.300127089023590088e-01
1.450000000000000000e+02, 4.500000000000000000e+01, 1.065097045898437500e+01, -2.648386359214782715e-01
1.550000000000000000e+02, 4.500000000000000000e+01, 1.076173305511474609e+01, -2.162284553050994873e-01
1.650000000000000000e+02, 4.500000000000000000e+01, 1.078792476654052734e+01, -1.535936892032623291e-01
1.750000000000000000e+02, 4.500000000000000000e+01, 1.069624233245849609e+01, -5.890030786395072937e-02
1.850000000000000000e+02, 4.500000000000000000e+01, 1.006633090972900391e+01, 1.301981508731842041e-01
1.950000000000000000e+02, 4.500000000000000000e+01, 9.897585868835449219e+00, -1.661129295825958252e-03
-1.950000000000000000e+02, 5.500000000000000000e+01, 1.011372566223144531e+01, 6.213752031326293945e-01
-1.850000000000000000e+02, 5.500000000000000000e+01, 1.015257358551025391e+01, 6.475095152854919434e-01
-1.750000000000000000e+02, 5.500000000000000000e+01, 1.012196826934814453e+01, 7.793940305709838867e-01
-1.650000000000000000e+02, 5.500000000000000000e+01, 1.009395599365234375e+01, 8.950456380844116211e-01
-1.550000000000000000e+02, 5.500000000000000000e+01, 1.011824703216552734e+01, 9.928599596023559570e-01
-1.450000000000000000e+02, 5.500000000000000000e+01, 1.023190021514892578e+01, 1.073295593261718750e+00
-1.350000000000000000e+02, 5.500000000000000000e+01, 1.040728092193603516e+01, 1.145540714263916016e+00
-1.250000000000000000e+02, 5.500000000000000000e+01, 1.060095977783203125e+01, 1.226528167724609375e+00
-1.150000000000000000e+02, 5.500000000000000000e+01, 1.085206890106201172e+01, 1.270854949951171875e+00
-1.050000000000000000e+02, 5.500000000000000000e+01, 1.115646648406982422e+01, 1.285136103630065918e+00
-9.500000000000000000e+01, 5.500000000000000000e+01, 1.133188247680664062e+01, 1.323476314544677734e+00
-8.500000000000000000e+01, 5.500000000000000000e+01, 1.153933238983154297e+01, 1.440393686294555664e+00
-7.500000000000000000e+01, 5.500000000000000000e+01, 1.185190391540527344e+01, 1.649334192276000977e+00
-6.500000000000000000e+01, 5.500000000000000000e+01, 1.196021938323974609e+01, 1.703302621841430664e+00
-5.500000000000000000e+01, 5.500000000000000000e+01, 1.191891002655029297e+01, 1.517756938934326172e+00
-4.500000000000000000e+01, 5.500000000000000000e+01, 1.190217590332031250e+01, 1.203711748123168945e+00
-3.500000000000000000e+01, 5.500000000000000000e+01, 1.193874263763427734e+01, 7.859312295913696289e-01
-2.500000000000000000e+01, 5.500000000000000000e+01, 1.199705028533935547e+01, 3.303484320640563965e-01
-1.500000000000000000e+01, 5.500000000000000000e+01, 1.206705188751220703e+01, -7.786718010902404785e-02
-5.000000000000000000e+00, 5.500000000000000000e+01, 1.213889026641845703e+01, -4.211148023605346680e-01
5.000000000000000000e+00, 5.500000000000000000e+01, 1.214125823974609375e+01, -7.090675830841064453e-01
1.500000000000000000e+01, 5.500000000000000000e+01, 1.202538013458251953e+01, -8.728094100952148438e-01
2.500000000000000000e+01, 5.500000000000000000e+01, 1.190470218658447266e+01, -8.500815629959106445e-01
3.500000000000000000e+01, 5.500000000000000000e+01, 1.188717842102050781e+01, -7.809438109397888184e-01
4.500000000000000000e+01, 5.500000000000000000e+01, 1.191512775421142578e+01, -8.582918643951416016e-01
5.500000000000000000e+01, 5.500000000000000000e+01, 1.170463371276855469e+01, -9.770745635032653809e-01
6.500000000000000000e+01, 5.500000000000000000e+01, 1.137550640106201172e+01, -9.583096504211425781e-01
7.500000000000000000e+01, 5.500000000000000000e+01, 1.118215465545654297e+01, -8.735569715499877930e-01
8.500000000000000000e+01, 5.500000000000000000e+01, 1.105253219604492188e+01, -7.618100643157958984e-01
9.500000000000000000e+01, 5.500000000000000000e+01, 1.092826366424560547e+01, -6.321729421615600586e-01
1.050000000000000000e+02, 5.500000000000000000e+01, 1.076128673553466797e+01, -4.916059672832489014e-01
1.150000000000000000e+02, 5.500000000000000000e+01, 1.056142139434814453e+01, -3.546047508716583252e-01
1.250000000000000000e+02, 5.500000000000000000e+01, 1.044518470764160156e+01, -2.694383859634399414e-01
1.350000000000000000e+02, 5.500000000000000000e+01, 1.051592636108398438e+01, -2.061189413070678711e-01
1.450000000000000000e+02, 5.500000000000000000e+01, 1.063149356842041016e+01, -1.237738728523254395e-01
1.550000000000000000e+02, 5.500000000000000000e+01, 1.068751621246337891e+01, -7.065454125404357910e-02
1.650000000000000000e+02, 5.500000000000000000e+01, 1.064046859741210938e+01, -3.849454224109649658e-02
1.750000000000000000e+02, 5.500000000000000000e+01, 1.037086963653564453e+01, -5.959957838058471680e-03
1.850000000000000000e+02, 5.500000000000000000e+01, 1.002169036865234375e+01, -2.497173845767974854e-02
1.950000000000000000e+02, 5.500000000000000000e+01, 9.985679626464843750e+00, -1.685946583747863770e-01
-1.950000000000000000e+02, 6.500000000000000000e+01, 1.011148357391357422e+01, 7.564170956611633301e-01
-1.850000000000000000e+02, 6.500000000000000000e+01, 1.012846946716308594e+01, 7.377716302871704102e-01
-1.750000000000000000e+02, 6.500000000000000000e+01, 1.010550308227539062e+01, 8.429005146026611328e-01
-1.650000000000000000e+02, 6.500000000000000000e+01, 1.015002727508544922e+01, 8.984746336936950684e-01
-1.550000000000000000e+02, 6.500000000000000000e+01, 1.021495342254638672e+01, 9.472786784172058105e-01
-1.450000000000000000e+02, 6.500000000000000000e+01, 1.037200736999511719e+01, 9.664757847785949707e-01
-1.350000000000000000e+02, 6.500000000000000000e+01, 1.057028388977050781e+01, 9.628229141235351562e-01
-1.250000000000000000e+02, 6.500000000000000000e+01, 1.075643062591552734e+01, 9.903703331947326660e-01
-1.150000000000000000e+02, 6.500000000000000000e+01, 1.096797180175781250e+01, 1.026107907295227051e+00
-1.050000000000000000e+02, 6.500000000000000000e+01, 1.119792175292968750e+01, 1.045588016510009766e+00
-9.500000000000000000e+01, 6.500000000000000000e+01, 1.117341613769531250e+01, 1.133498907089233398e+00
-8.500000000000000000e+01, 6.500000000000000000e+01, 1.124523639678955078e+01, 1.230784296989440918e+00
-7.500000000000000000e+01, 6.500000000000000000e+01, 1.164518928527832031e+01, 1.456415891647338867e+00
-6.500000000000000000e+01, 6.500000000000000000e+01, 1.185126018524169922e+01, 1.624449372291564941e+00
-5.500000000000000000e+01, 6.500000000000000000e+01, 1.183882999420166016e+01, 1.448487877845764160e+00
-4.500000000000000000e+01, 6.500000000000000000e+01, 1.179542732238769531e+01, 1.124903440475463867e+00
-3.500000000000000000e+01, 6.500000000000000000e+01, 1.175736904144287109e+01, 7.448094487190246582e-01
-2.500000000000000000e+01, 6.500000000000000000e+01, 1.176685047149658203e+01, 3.461118638515472412e-01
-1.500000000000000000e+01, 6.500000000000000000e+01, 1.182811641693115234e+01, -9.350657463073730469e-03
-5.000000000000000000e+00, 6.500000000000000000e+01, 1.189087200164794922e+01, -3.063619136810302734e-01
5.000000000000000000e+00, 6.500000000000000000e+01, 1.188095951080322266e+01, -5.616253614425659180e-01
1.500000000000000000e+01, 6.500000000000000000e+01, 1.173098945617675781e+01, -7.321596145629882812e-01
2.500000000000000000e+01, 6.500000000000000000e+01, 1.153392887115478516e+01, -7.320684790611267090e-01
3.500000000000000000e+01, 6.500000000000000000e+01, 1.141598606109619141e+01, -6.348296403884887695e-01
4.500000000000000000e+01, 6.500000000000000000e+01, 1.140394115447998047e+01, -6.321495771408081055e-01
5.500000000000000000e+01, 6.500000000000000000e+01, 1.147285938262939453e+01, -7.791459560394287109e-01
6.500000000000000000e+01, 6.500000000000000000e+01, 1.137933063507080078e+01, -8.679809570312500000e-01
7.500000000000000000e+01, 6.500000000000000000e+01, 1.121416282653808594e+01, -7.600163817405700684e-01
8.500000000000000000e+01, 6.500000000000000000e+01, 1.109243774414062500e+01, -6.191337108612060547e-01
9.500000000000000000e+01, 6.500000000000000000e+01, 1.094784355163574219e+01, -4.735514819622039795e-01
1.050000000000000000e+02, 6.500000000000000000e+01, 1.074453639984130859e+01, -3.566052615642547607e-01
1.150000000000000000e+02, 6.500000000000000000e+01, 1.050671005249023438e+01, -2.761734724044799805e-01
1.250000000000000000e+02, 6.500000000000000000e+01, 1.034652519226074219e+01, -2.473122179508209229e-01
1.350000000000000000e+02, 6.500000000000000000e+01, 1.022803020477294922e+01, -1.585193574428558350e-01
1.450000000000000000e+02, 6.500000000000000000e+01, 1.017557144165039062e+01, -4.845142364501953125e-02
1.550000000000000000e+02, 6.500000000000000000e+01, 1.024784660339355469e+01, -5.379599332809448242e-02
1.650000000000000000e+02, 6.500000000000000000e+01, 1.038123703002929688e+01, -1.383275836706161499e-01
1.750000000000000000e+02, 6.500000000000000000e+01, 1.016483592987060547e+01, -1.804006695747375488e-01
1.850000000000000000e+02, 6.500000000000000000e+01, 1.011552715301513672e+01, -2.448781430721282959e-01
1.950000000000000000e+02, 6.500000000000000000e+01, 1.005553722381591797e+01, -1.954225897789001465e-01
-1.950000000000000000e+02, 7.500000000000000000e+01, 1.019939136505126953e+01, 8.357865810394287109e-01
-1.850000000000000000e+02, 7.500000000000000000e+01, 1.018624877929687500e+01, 7.845686078071594238e-01
-1.750000000000000000e+02, 7.500000000000000000e+01, 1.018642425537109375e+01, 8.390223979949951172e-01
-1.650000000000000000e+02, 7.500000000000000000e+01, 1.019811153411865234e+01, 9.133650660514831543e-01
-1.550000000000000000e+02, 7.500000000000000000e+01, 1.031585502624511719e+01, 9.392002820968627930e-01
-1.450000000000000000e+02, 7.500000000000000000e+01, 1.048849773406982422e+01, 9.197934865951538086e-01
-1.350000000000000000e+02, 7.500000000000000000e+01, 1.070769691467285156e+01, 8.545105457305908203e-01
-1.250000000000000000e+02, 7.500000000000000000e+01, 1.091521930694580078e+01, 8.054301738739013672e-01
-1.150000000000000000e+02, 7.500000000000000000e+01, 1.110483264923095703e+01, 8.077134490013122559e-01
-1.050000000000000000e+02, 7.500000000000000000e+01, 1.129937458038330078e+01, 8.784508705139160156e-01
-9.500000000000000000e+01, 7.500000000000000000e+01, 1.110681056976318359e+01, 1.077714800834655762e+00
-8.500000000000000000e+01, 7.500000000000000000e+01, 1.100215911865234375e+01, 1.129225730895996094e+00
-7.500000000000000000e+01, 7.500000000000000000e+01, 1.150094032287597656e+01, 1.329689741134643555e+00
-6.500000000000000000e+01, 7.500000000000000000e+01, 1.188051414489746094e+01, 1.550346732139587402e+00
-5.500000000000000000e+01, 7.500000000000000000e+01, 1.184665966033935547e+01, 1.326373577117919922e+00
-4.500000000000000000e+01, 7.500000000000000000e+01, 1.168139457702636719e+01, 1.023256063461303711e+00
-3.500000000000000000e+01, 7.500000000000000000e+01, 1.157624816894531250e+01, 6.890780925750732422e-01
-2.500000000000000000e+01, 7.500000000000000000e+01, 1.156959056854248047e+01, 3.500496149063110352e-01
-1.500000000000000000e+01, 7.500000000000000000e+01, 1.163992595672607422e+01, 5.118604004383087158e-02
-5.000000000000000000e+00, 7.500000000000000000e+01, 1.172386932373046875e+01, -1.887347847223281860e-01
5.000000000000000000e+00, 7.500000000000000000e+01, 1.175167655944824219e+01, -3.744717240333557129e-01
1.500000000000000000e+01, 7.500000000000000000e+01, 1.161885166168212891e+01, -5.199148058891296387e-01
2.500000000000000000e+01, 7.500000000000000000e+01, 1.136866092681884766e+01, -6.154335737228393555e-01
3.500000000000000000e+01, 7.500000000000000000e+01, 1.105004882812500000e+01, -5.688213706016540527e-01
4.500000000000000000e+01, 7.500000000000000000e+01, 1.087004280090332031e+01, -5.267831087112426758e-01
5.500000000000000000e+01, 7.500000000000000000e+01, 1.092226696014404297e+01, -6.123280525207519531e-01
6.500000000000000000e+01, 7.500000000000000000e+01, 1.106460762023925781e+01, -9.356922507286071777e-01
7.500000000000000000e+01, 7.500000000000000000e+01, 1.105658340454101562e+01, -8.021805286407470703e-01
8.500000000000000000e+01, 7.500000000000000000e+01, 1.095535182952880859e+01, -6.737405061721801758e-01
9.500000000000000000e+01, 7.500000000000000000e+01, 1.080176639556884766e+01, -5.539301633834838867e-01
1.050000000000000000e+02, 7.500000000000000000e+01, 1.057627773284912109e+01, -4.768948554992675781e-01
1.150000000000000000e+02, 7.500000000000000000e+01, 1.027167701721191406e+01, -4.170946478843688965e-01
1.250000000000000000e+02, 7.500000000000000000e+01, 1.023650646209716797e+01, -3.778831362724304199e-01
1.350000000000000000e+02, 7.500000000000000000e+01, 1.027120780944824219e+01, -4.006305634975433350e-01
1.450000000000000000e+02, 7.500000000000000000e+01, 1.015242099761962891e+01, -3.131029605865478516e-01
1.550000000000000000e+02, 7.500000000000000000e+01, 1.018955516815185547e+01, -2.875466346740722656e-01
1.650000000000000000e+02, 7.500000000000000000e+01, 1.019332695007324219e+01, -2.840919792652130127e-01
1.750000000000000000e+02, 7.500000000000000000e+01, 1.017881393432617188e+01, -2.833178937435150146e-01
1.850000000000000000e+02, 7.500000000000000000e+01, 1.023873615264892578e+01, -2.880601584911346436e-01
1.950000000000000000e+02, 7.500000000000000000e+01, nan, nan
-1.950000000000000000e+02, 8.500000000000000000e+01, 1.028158283233642578e+01, 8.418511152267456055e-01
-1.850000000000000000e+02, 8.500000000000000000e+01, 1.022560977935791016e+01, 8.794461488723754883e-01
-1.750000000000000000e+02, 8.500000000000000000e+01, 1.029483699798583984e+01, 8.037952184677124023e-01
-1.650000000000000000e+02, 8.500000000000000000e+01, 1.028006267547607422e+01, 8.963450789451599121e-01
-1.550000000000000000e+02, 8.500000000000000000e+01, 1.034447002410888672e+01, 1.000552773475646973e+00
-1.450000000000000000e+02, 8.500000000000000000e+01, 1.045726585388183594e+01, 1.067718982696533203e+00
-1.350000000000000000e+02, 8.500000000000000000e+01, 1.066003894805908203e+01, 1.034974575042724609e+00
-1.250000000000000000e+02, 8.500000000000000000e+01, 1.096022129058837891e+01, 9.355487227439880371e-01
-1.150000000000000000e+02, 8.500000000000000000e+01, 1.122400665283203125e+01, 9.417043328285217285e-01
-1.050000000000000000e+02, 8.500000000000000000e+01, 1.142223453521728516e+01, 1.057590842247009277e+00
-9.500000000000000000e+01, 8.500000000000000000e+01, 1.122878646850585938e+01, 1.435902118682861328e+00
-8.500000000000000000e+01, 8.500000000000000000e+01, 1.104562664031982422e+01, 1.611628770828247070e+00
-7.500000000000000000e+01, 8.500000000000000000e+01, 1.183596801757812500e+01, 1.770693182945251465e+00
-6.500000000000000000e+01, 8.500000000000000000e+01, 1.187750244140625000e+01, 1.392023324966430664e+00
-5.500000000000000000e+01, 8.500000000000000000e+01, 1.186142253875732422e+01, 9.640077352523803711e-01
-4.500000000000000000e+01, 8.500000000000000000e+01, 1.171716403961181641e+01, 7.458578348159790039e-01
-3.500000000000000000e+01, 8.500000000000000000e+01, 1.159741401672363281e+01, 4.917045831680297852e-01
-2.500000000000000000e+01, 8.500000000000000000e+01, 1.160597229003906250e+01, 1.588693857192993164e-01
-1.500000000000000000e+01, 8.500000000000000000e+01, 1.166706943511962891e+01, -9.055595844984054565e-03
-5.000000000000000000e+00, 8.500000000000000000e+01, 1.168892002105712891e+01, -6.599894165992736816e-02
5.000000000000000000e+00, 8.500000000000000000e+01, 1.163645553588867188e+01, -1.673334836959838867e-01
1.500000000000000000e+01, 8.500000000000000000e+01, 1.158598136901855469e+01, -3.063032627105712891e-01
2.500000000000000000e+01, 8.500000000000000000e+01, 1.147693920135498047e+01, -4.275383055210113525e-01
3.500000000000000000e+01, 8.500000000000000000e+01, 1.138858890533447266e+01, -5.174255371093750000e-01
4.500000000000000000e+01, 8.500000000000000000e+01, 1.130186176300048828e+01, -6.014252901077270508e-01
5.500000000000000000e+01, 8.500000000000000000e+01, 1.101895809173583984e+01, -6.035505533218383789e-01
6.500000000000000000e+01, 8.500000000000000000e+01, 1.087128353118896484e+01, -1.143597364425659180e+00
7.500000000000000000e+01, 8.500000000000000000e+01, 1.078008460998535156e+01, -1.044614553451538086e+00
8.500000000000000000e+01, 8.500000000000000000e+01, 1.072761535644531250e+01, -9.198823571205139160e-01
9.500000000000000000e+01, 8.500000000000000000e+01, 1.067424201965332031e+01, -7.978999614715576172e-01
1.050000000000000000e+02, 8.500000000000000000e+01, 1.057298278808593750e+01, -6.928438544273376465e-01
1.150000000000000000e+02, 8.500000000000000000e+01, 1.050146198272705078e+01, -6.315946578979492188e-01
1.250000000000000000e+02, 8.500000000000000000e+01, 1.047595787048339844e+01, -6.120936870574951172e-01
1.350000000000000000e+02, 8.500000000000000000e+01, 1.029851818084716797e+01, -4.864828586578369141e-01
1.450000000000000000e+02, 8.500000000000000000e+01, nan, nan
1.550000000000000000e+02, 8.500000000000000000e+01, 1.023873615264892578e+01, -2.880601584911346436e-01
1.650000000000000000e+02, 8.500000000000000000e+01, nan, nan
1.750000000000000000e+02, 8.500000000000000000e+01, nan, nan
1.850000000000000000e+02, 8.500000000000000000e+01, nan, nan
1.950000000000000000e+02, 8.500000000000000000e+01, nan, nan
-1.950000000000000000e+02, 9.500000000000000000e+01, 1.032579326629638672e+01, 7.988321781158447266e-01
-1.850000000000000000e+02, 9.500000000000000000e+01, 1.021087741851806641e+01, 9.247133731842041016e-01
-1.750000000000000000e+02, 9.500000000000000000e+01, 1.018862819671630859e+01, 9.329648017883300781e-01
-1.650000000000000000e+02, 9.500000000000000000e+01, 1.024235534667968750e+01, 8.731616139411926270e-01
-1.550000000000000000e+02, 9.500000000000000000e+01, 1.029585838317871094e+01, 1.065916299819946289e+00
-1.450000000000000000e+02, 9.500000000000000000e+01, 1.041913795471191406e+01, 1.197507143020629883e+00
-1.350000000000000000e+02, 9.500000000000000000e+01, 1.055314731597900391e+01, 1.287305831909179688e+00
-1.250000000000000000e+02, 9.500000000000000000e+01, 1.070648193359375000e+01, 1.306715488433837891e+00
-1.150000000000000000e+02, 9.500000000000000000e+01, 1.078531932830810547e+01, 1.319892406463623047e+00
-1.050000000000000000e+02, 9.500000000000000000e+01, 1.070038223266601562e+01, 1.229769825935363770e+00
-9.500000000000000000e+01, 9.500000000000000000e+01, 1.079118728637695312e+01, 1.268943667411804199e+00
-8.500000000000000000e+01, 9.500000000000000000e+01, 1.190964794158935547e+01, 1.749284625053405762e+00
-7.500000000000000000e+01, 9.500000000000000000e+01, 1.202677726745605469e+01, 1.834608197212219238e+00
-6.500000000000000000e+01, 9.500000000000000000e+01, 1.201842403411865234e+01, 1.282440185546875000e+00
-5.500000000000000000e+01, 9.500000000000000000e+01, 1.199708747863769531e+01, 6.508917212486267090e-01
-4.500000000000000000e+01, 9.500000000000000000e+01, 1.201255035400390625e+01, 1.891468912363052368e-01
-3.500000000000000000e+01, 9.500000000000000000e+01, 1.200364112854003906e+01, -6.804993003606796265e-02
-2.500000000000000000e+01, 9.500000000000000000e+01, 1.189990234375000000e+01, -2.511851303279399872e-02
-1.500000000000000000e+01, 9.500000000000000000e+01, 1.175535202026367188e+01, 9.080182015895843506e-02
-5.000000000000000000e+00, 9.500000000000000000e+01, 1.166386890411376953e+01, -2.011546492576599121e-02
5.000000000000000000e+00, 9.500000000000000000e+01, 1.159811115264892578e+01, -1.519303172826766968e-01
1.500000000000000000e+01, 9.500000000000000000e+01, 1.156523799896240234e+01, -2.996608316898345947e-01
2.500000000000000000e+01, 9.500000000000000000e+01, 1.159020996093750000e+01, -4.358374178409576416e-01
3.500000000000000000e+01, 9.500000000000000000e+01, 1.170828819274902344e+01, -5.029215216636657715e-01
4.500000000000000000e+01, 9.500000000000000000e+01, 1.173386383056640625e+01, -4.860565662384033203e-01
5.500000000000000000e+01, 9.500000000000000000e+01, 1.170381927490234375e+01, -5.132726430892944336e-01
6.500000000000000000e+01, 9.500000000000000000e+01, 1.093350505828857422e+01, -1.082353115081787109e+00
7.500000000000000000e+01, 9.500000000000000000e+01, 1.071330928802490234e+01, -9.471067786216735840e-01
8.500000000000000000e+01, 9.500000000000000000e+01, 1.079767894744873047e+01, -9.554935097694396973e-01
9.500000000000000000e+01, 9.500000000000000000e+01, 1.079303359985351562e+01, -8.607166409492492676e-01
1.050000000000000000e+02, 9.500000000000000000e+01, 1.050412750244140625e+01, -6.165992617607116699e-01
1.150000000000000000e+02, 9.500000000000000000e+01, nan, nan
1.250000000000000000e+02, 9.500000000000000000e+01, nan, nan
1.350000000000000000e+02, 9.500000000000000000e+01, nan, nan
1.450000000000000000e+02, 9.500000000000000000e+01, nan, nan
1.550000000000000000e+02, 9.500000000000000000e+01, nan, nan
1.650000000000000000e+02, 9.500000000000000000e+01, nan, nan
1.750000000000000000e+02, 9.500000000000000000e+01, nan, nan
1.850000000000000000e+02, 9.500000000000000000e+01, nan, nan
1.950000000000000000e+02, 9.500000000000000000e+01, nan, nan
